zip_code,square_footage,bedrooms,bathrooms,year_built,lot_size_acres,renovation_status,property_type,garage_spaces,price
98101,2442,3,4.5,1961,1.68,Major (Structural/Systems),Single Family,2,1398500.0
33101,2382,3,4.5,1978,0.069,Minor (Cosmetic),Townhouse,3,1115400.0
10001,2803,4,5.5,1983,0.08,Full Gut Rehab,Single Family,2,2711000.0
10001,1871,3,4.0,1941,0.15,Minor (Cosmetic),Single Family,2,1630000.0
30301,861,1,1.0,2014,0.046,Minor (Cosmetic),Condo,1,273900.0
94102,3011,4,6.0,1998,0.08,None,Single Family,2,2261900.0
78701,3281,5,6.0,1967,0.36,Full Gut Rehab,Single Family,2,1654700.0
10001,2913,5,6.0,2020,0.19,None,Single Family,2,2983100.0
90210,3922,6,6.0,2006,0.89,Full Gut Rehab,Single Family,3,4223000.0
90210,1672,2,3.0,1953,0.047,Major (Structural/Systems),Condo,1,1275200.0
10001,1254,2,2.5,1955,0.041,Major (Structural/Systems),Condo,1,1074600.0
30301,1871,4,5.0,1990,0.08,Minor (Cosmetic),Single Family,1,626400.0
02108,1210,2,3.0,1967,0.042,Minor (Cosmetic),Townhouse,1,727500.0
85001,1625,3,4.0,1992,0.051,Full Gut Rehab,Townhouse,3,643300.0
78701,1363,2,2.5,1991,0.023,Full Gut Rehab,Condo,1,643400.0
80202,3869,6,6.0,1964,0.1,Major (Structural/Systems),Single Family,2,1729800.0
78701,1246,3,3.0,1996,0.025,None,Condo,1,564200.0
78701,3376,5,6.0,1948,0.08,None,Single Family,2,1330400.0
60601,1014,1,2.0,1950,0.04,Major (Structural/Systems),Condo,0,368200.0
02108,1317,2,2.5,1984,0.044,Minor (Cosmetic),Condo,1,803500.0
98101,3117,5,6.0,2024,0.23,None,Single Family,2,1852600.0
30301,909,1,1.5,1941,0.117,None,Townhouse,1,251100.0
85001,2189,3,3.5,1993,0.08,None,Single Family,1,690000.0
30301,1432,2,3.0,1973,0.014,Major (Structural/Systems),Condo,1,422800.0
80202,2705,4,5.0,1981,0.08,Major (Structural/Systems),Single Family,2,1203500.0
75001,1261,2,2.0,2016,0.119,Minor (Cosmetic),Townhouse,2,413600.0
80202,800,2,2.0,2008,0.19,Major (Structural/Systems),Single Family,2,478200.0
78701,2225,4,5.0,1950,0.9,Full Gut Rehab,Single Family,2,1133700.0
10001,2446,4,5.0,1968,0.08,None,Single Family,1,1855400.0
33101,1837,3,4.5,1944,0.66,None,Single Family,1,835600.0
10001,2607,4,5.5,1959,0.13,Minor (Cosmetic),Single Family,2,2066600.0
98101,1277,2,2.5,1978,0.039,Minor (Cosmetic),Condo,2,592000.0
30301,3003,4,5.5,2013,1.28,Full Gut Rehab,Single Family,2,1236800.0
10001,800,1,1.5,1971,0.95,None,Single Family,3,723000.0
90210,1514,2,3.0,1968,0.62,None,Single Family,2,1217300.0
90210,1662,2,3.0,2005,0.044,None,Townhouse,1,1394400.0
85001,1300,3,3.5,1940,0.034,Major (Structural/Systems),Condo,0,425000.0
78701,1271,3,3.0,2023,0.043,Major (Structural/Systems),Condo,2,793600.0
98101,1265,2,2.0,1940,0.026,None,Condo,1,563300.0
75001,2212,3,4.0,1943,0.46,Minor (Cosmetic),Single Family,3,675400.0
75001,2254,3,4.0,1954,0.08,Major (Structural/Systems),Single Family,2,677500.0
98101,1953,4,4.5,1986,0.08,None,Single Family,3,1065400.0
60601,2145,4,5.0,1969,0.091,Minor (Cosmetic),Townhouse,1,761100.0
75001,2463,3,4.0,1945,0.2,None,Multi-Family,2,653900.0
33101,3137,5,6.0,1940,0.09,Minor (Cosmetic),Single Family,2,1461000.0
94102,2655,3,4.0,2010,0.12,None,Single Family,2,2225300.0
30301,2466,5,6.0,2001,0.34,Minor (Cosmetic),Single Family,3,840000.0
78701,2007,3,3.5,2003,0.45,Minor (Cosmetic),Single Family,4,1010100.0
02108,625,1,1.0,1944,0.018,Minor (Cosmetic),Condo,0,359100.0
80202,2014,3,4.0,1993,1.09,Minor (Cosmetic),Single Family,2,987100.0
90210,1651,2,3.5,1988,0.041,Minor (Cosmetic),Townhouse,2,1351100.0
94102,800,1,1.0,1946,0.42,Major (Structural/Systems),Single Family,2,691100.0
60601,1711,3,3.5,1942,0.063,None,Townhouse,2,595100.0
90210,1423,2,3.0,2015,0.029,Minor (Cosmetic),Condo,2,1209800.0
80202,1298,3,4.0,2000,0.033,Minor (Cosmetic),Condo,1,619800.0
78701,926,2,2.0,2018,0.032,None,Condo,1,433100.0
90210,1116,1,1.5,2023,0.041,Minor (Cosmetic),Condo,0,956600.0
85001,905,1,1.0,1980,0.043,None,Condo,1,247600.0
10001,1152,3,3.5,1960,0.013,Minor (Cosmetic),Condo,2,929900.0
02108,1639,3,3.5,1971,0.038,None,Condo,2,936100.0
02108,3974,6,6.0,1951,0.18,Major (Structural/Systems),Multi-Family,2,3076700.0
10001,1282,2,2.0,1946,0.043,None,Condo,2,939300.0
90210,927,3,3.5,1990,0.034,None,Condo,0,704000.0
60601,2137,3,4.5,1984,0.041,Minor (Cosmetic),Townhouse,1,809800.0
85001,1234,2,3.0,2004,0.38,Major (Structural/Systems),Single Family,3,510200.0
10001,2310,4,4.5,1999,0.91,None,Single Family,2,2133700.0
33101,2937,5,6.0,2014,0.08,Major (Structural/Systems),Single Family,2,1858400.0
60601,3055,4,5.0,1984,0.24,None,Single Family,3,998900.0
75001,2101,3,4.0,1973,0.09,Major (Structural/Systems),Townhouse,2,610900.0
80202,2721,4,5.5,2022,0.08,None,Single Family,2,1294200.0
02108,1031,1,1.5,1950,0.036,None,Condo,0,559200.0
98101,2903,5,6.0,1972,0.08,Major (Structural/Systems),Single Family,4,1699500.0
60601,1785,2,3.0,1947,0.83,None,Single Family,4,677300.0
75001,804,2,1.5,1984,0.041,None,Condo,0,203700.0
10001,1827,2,3.0,2011,0.115,Minor (Cosmetic),Townhouse,3,1850500.0
98101,2629,3,4.5,2017,0.19,Full Gut Rehab,Single Family,2,1962600.0
30301,550,1,1.0,1973,0.011,None,Condo,0,142000.0
75001,1259,2,2.0,1984,0.024,None,Condo,0,291500.0
85001,3079,5,6.0,2004,0.25,Minor (Cosmetic),Single Family,0,1092600.0
60601,2442,4,5.5,2012,0.96,Minor (Cosmetic),Single Family,1,1155600.0
98101,5099,7,6.0,1991,0.75,Minor (Cosmetic),Multi-Family,2,2825500.0
33101,1987,3,3.5,1949,0.32,Minor (Cosmetic),Single Family,2,934100.0
33101,2229,3,3.5,1982,0.46,Minor (Cosmetic),Single Family,4,1055700.0
90210,2203,3,4.5,2021,1.08,None,Single Family,1,2129000.0
78701,1073,1,2.0,2020,0.044,Major (Structural/Systems),Condo,1,579600.0
60601,984,2,2.0,2009,0.036,None,Condo,1,389800.0
10001,607,1,1.5,1950,0.032,Minor (Cosmetic),Condo,0,457200.0
75001,2090,3,4.0,1975,0.23,None,Single Family,3,589300.0
78701,1756,3,4.0,1957,0.101,None,Townhouse,2,713700.0
85001,3421,5,6.0,2002,0.58,None,Single Family,3,1085200.0
90210,4151,7,6.0,1944,0.09,Minor (Cosmetic),Single Family,3,3095900.0
02108,3501,5,6.0,1970,0.22,Minor (Cosmetic),Single Family,3,2085100.0
33101,1918,3,3.5,1955,0.52,Major (Structural/Systems),Single Family,0,1027000.0
02108,1486,2,3.0,2005,0.094,Minor (Cosmetic),Townhouse,4,1051500.0
60601,1728,3,3.5,1948,0.087,None,Townhouse,1,577800.0
60601,3838,6,6.0,1941,0.14,Minor (Cosmetic),Single Family,3,1474700.0
94102,1725,3,4.0,1976,0.089,None,Townhouse,2,1133800.0
78701,635,1,1.0,2023,0.034,None,Condo,1,316900.0
78701,1574,3,3.5,1998,0.075,Full Gut Rehab,Townhouse,2,869500.0
98101,3067,4,5.5,2020,1.13,Minor (Cosmetic),Single Family,2,2054800.0
85001,1341,1,2.5,1997,0.036,Minor (Cosmetic),Condo,1,401900.0
75001,2349,3,4.5,2022,0.67,Major (Structural/Systems),Single Family,2,872900.0
60601,2107,3,4.0,1947,0.05,None,Townhouse,2,758000.0
60601,800,2,2.5,1991,0.49,Major (Structural/Systems),Single Family,2,422200.0
80202,1136,1,1.5,2014,0.034,Major (Structural/Systems),Condo,1,550800.0
30301,3145,5,6.0,2016,0.13,Major (Structural/Systems),Single Family,2,1193700.0
60601,1875,3,4.0,2016,0.08,None,Single Family,1,771900.0
60601,807,1,1.5,2012,0.025,Full Gut Rehab,Condo,1,376900.0
30301,960,2,2.5,2008,0.075,None,Townhouse,2,332600.0
02108,1656,3,4.0,2021,0.016,Major (Structural/Systems),Condo,1,1350100.0
75001,1475,3,3.5,1991,0.094,None,Townhouse,2,461700.0
10001,2680,5,6.0,2017,0.13,Full Gut Rehab,Single Family,3,3309000.0
98101,2952,4,5.0,1973,0.57,Minor (Cosmetic),Single Family,3,1633100.0
98101,3634,5,6.0,1987,0.37,Minor (Cosmetic),Single Family,4,1902500.0
85001,2384,3,3.5,1963,0.13,Major (Structural/Systems),Single Family,1,791400.0
30301,911,2,2.0,1952,0.024,None,Condo,0,252700.0
60601,1160,2,2.0,1989,0.048,None,Condo,1,407500.0
60601,1549,4,4.0,2004,0.048,None,Condo,2,627100.0
78701,1040,1,2.0,2010,0.027,None,Condo,1,459600.0
85001,765,1,1.5,1943,0.037,Minor (Cosmetic),Condo,1,232500.0
78701,1344,2,3.0,2003,1.37,Minor (Cosmetic),Single Family,2,758900.0
98101,1584,3,4.0,2013,1.79,None,Single Family,2,1068500.0
10001,1402,2,3.0,1978,0.013,Minor (Cosmetic),Condo,1,1043900.0
75001,2259,4,4.0,2002,0.28,Minor (Cosmetic),Single Family,2,709500.0
60601,2044,3,4.0,1997,0.45,Major (Structural/Systems),Single Family,2,939800.0
98101,1963,3,3.5,1955,0.08,Major (Structural/Systems),Single Family,2,1107400.0
90210,1129,1,2.0,2023,0.043,Major (Structural/Systems),Condo,1,1152800.0
75001,2320,4,4.5,2001,0.22,Major (Structural/Systems),Single Family,1,823600.0
90210,1004,1,1.5,1949,0.03,Full Gut Rehab,Condo,0,782800.0
60601,1572,2,3.0,2001,0.021,Minor (Cosmetic),Condo,1,575200.0
85001,3653,6,6.0,1972,0.12,Full Gut Rehab,Single Family,3,1265500.0
80202,550,2,2.0,2010,0.013,Full Gut Rehab,Condo,1,349400.0
10001,1214,1,2.0,1981,0.047,None,Condo,2,875400.0
60601,828,1,1.5,1983,0.025,Minor (Cosmetic),Condo,1,289900.0
75001,1013,1,2.0,1985,0.016,None,Condo,2,264900.0
78701,2731,4,5.0,2020,0.08,Minor (Cosmetic),Single Family,1,1465200.0
85001,1025,1,1.5,2012,0.026,Major (Structural/Systems),Condo,0,340700.0
90210,2672,4,5.0,2013,0.35,Major (Structural/Systems),Single Family,1,2612800.0
78701,2102,4,4.5,1970,0.102,Minor (Cosmetic),Townhouse,2,889600.0
60601,1932,2,3.0,1944,0.114,Minor (Cosmetic),Townhouse,2,678400.0
30301,873,2,2.0,1957,0.035,None,Condo,0,264300.0
10001,2028,3,4.0,1945,0.19,None,Single Family,2,1551900.0
75001,1420,2,2.5,1989,0.19,Minor (Cosmetic),Single Family,2,435100.0
78701,1859,2,3.0,1967,0.3,Major (Structural/Systems),Single Family,2,893000.0
98101,3971,7,6.0,1963,0.27,Major (Structural/Systems),Single Family,3,2315500.0
94102,1905,3,3.5,2008,0.36,Major (Structural/Systems),Single Family,3,1800900.0
30301,1604,3,3.5,1967,0.24,Major (Structural/Systems),Single Family,2,546200.0
94102,2739,5,6.0,1997,0.08,None,Single Family,1,2127500.0
02108,3111,4,6.0,2006,0.24,None,Multi-Family,2,2423900.0
02108,2353,3,4.5,1957,0.08,Minor (Cosmetic),Single Family,1,1534800.0
30301,2434,4,5.0,1943,0.054,None,Townhouse,0,668500.0
33101,2047,3,4.0,1988,0.071,None,Townhouse,4,896100.0
75001,2102,4,4.5,1971,0.28,None,Single Family,4,647800.0
02108,951,1,1.5,2022,0.017,None,Condo,1,659300.0
33101,2123,4,4.5,2005,0.11,Minor (Cosmetic),Single Family,3,1099000.0
78701,1406,3,3.0,1997,0.025,None,Condo,0,597600.0
75001,2268,3,4.0,1950,0.08,None,Single Family,2,597700.0
30301,1155,2,2.5,2004,2.34,None,Single Family,2,507600.0
90210,1083,2,2.0,1956,0.042,Minor (Cosmetic),Condo,1,775500.0
33101,1347,3,3.5,2019,0.58,Minor (Cosmetic),Single Family,3,889300.0
90210,1864,3,3.5,2005,0.033,Full Gut Rehab,Condo,2,1866400.0
78701,1775,2,3.0,1943,1.14,None,Single Family,0,722400.0
02108,2378,4,5.0,1971,0.46,None,Single Family,3,1555800.0
02108,2693,5,6.0,2010,0.14,Major (Structural/Systems),Single Family,2,2210100.0
98101,2283,3,4.0,1968,0.33,None,Single Family,2,1092800.0
33101,2282,4,5.0,2000,0.27,Minor (Cosmetic),Single Family,0,1248700.0
98101,2816,4,6.0,1999,0.3,Major (Structural/Systems),Single Family,3,1832100.0
60601,3644,6,6.0,2012,0.6,None,Single Family,2,1622000.0
98101,2145,3,4.0,1997,0.081,None,Townhouse,3,1086300.0
90210,3608,5,6.0,1992,0.46,None,Single Family,1,2897600.0
75001,733,1,1.5,1944,0.02,None,Condo,0,178700.0
02108,2738,3,4.5,2000,0.94,None,Single Family,2,1958500.0
80202,1869,2,3.5,1960,0.047,None,Townhouse,2,746100.0
60601,2763,5,5.5,1997,1.77,Major (Structural/Systems),Single Family,2,1334500.0
98101,3532,6,6.0,2020,0.35,None,Single Family,1,2189200.0
90210,2334,4,5.5,1953,0.22,None,Single Family,1,1743900.0
98101,2195,4,4.5,2018,0.13,Minor (Cosmetic),Single Family,1,1425000.0
85001,1286,2,2.5,2024,0.026,Minor (Cosmetic),Condo,1,474400.0
33101,1166,2,2.0,1993,0.53,Minor (Cosmetic),Single Family,2,644400.0
33101,3010,5,6.0,2017,0.08,Minor (Cosmetic),Multi-Family,2,1930600.0
33101,2399,5,5.5,1980,0.1,Major (Structural/Systems),Single Family,3,1279400.0
10001,1809,3,3.5,1955,0.08,Minor (Cosmetic),Single Family,2,1467500.0
80202,1469,3,3.5,1990,0.027,Minor (Cosmetic),Condo,2,619300.0
60601,1703,3,4.0,1940,0.17,None,Single Family,1,602500.0
94102,1738,3,4.0,1979,0.092,Full Gut Rehab,Townhouse,2,1461400.0
02108,2719,3,4.5,1957,1.91,None,Single Family,1,1766000.0
02108,1573,3,3.5,1973,0.046,Major (Structural/Systems),Condo,0,1001200.0
80202,2492,4,5.0,2000,0.74,None,Single Family,2,1110000.0
85001,2221,3,4.0,1960,0.092,Minor (Cosmetic),Townhouse,3,632900.0
90210,1345,1,2.5,1940,0.021,Minor (Cosmetic),Condo,0,918600.0
78701,2592,4,5.0,1966,0.17,None,Single Family,1,1026200.0
10001,1682,3,3.0,1990,0.1,Minor (Cosmetic),Single Family,2,1565400.0
85001,1424,2,2.0,1950,0.08,Minor (Cosmetic),Single Family,1,437800.0
94102,3285,4,5.0,1953,0.2,None,Multi-Family,2,2332500.0
98101,2092,3,4.0,1994,0.8,None,Single Family,3,1185900.0
60601,3189,5,6.0,1966,0.48,None,Single Family,2,1129500.0
60601,3059,5,6.0,1961,1.47,None,Single Family,3,1105000.0
80202,2361,4,4.5,1960,0.08,None,Single Family,0,928500.0
98101,694,1,1.5,1963,0.03,Full Gut Rehab,Condo,0,384500.0
98101,3608,6,6.0,1958,0.55,Minor (Cosmetic),Multi-Family,2,2101700.0
02108,1736,2,3.0,1963,0.22,Minor (Cosmetic),Single Family,4,1144500.0
10001,1458,1,2.0,1965,0.068,Minor (Cosmetic),Townhouse,4,1253100.0
80202,1765,4,4.0,1964,0.59,Full Gut Rehab,Single Family,0,879500.0
02108,2396,4,6.0,1984,0.2,Minor (Cosmetic),Single Family,2,1526700.0
02108,3377,4,6.0,1968,0.85,Minor (Cosmetic),Single Family,0,2161000.0
33101,1098,2,2.5,2013,0.021,None,Condo,1,573100.0
85001,2845,4,5.0,1950,0.79,Minor (Cosmetic),Multi-Family,2,926600.0
33101,1113,2,2.5,1963,0.062,Major (Structural/Systems),Townhouse,3,586200.0
90210,2914,4,5.5,1963,0.12,None,Single Family,2,2186000.0
90210,1914,3,4.0,1951,0.19,Minor (Cosmetic),Single Family,3,1421600.0
85001,2588,4,5.0,1946,0.25,Minor (Cosmetic),Single Family,3,891300.0
02108,1640,3,3.5,1979,0.073,None,Townhouse,2,981700.0
94102,2177,3,3.5,2020,0.109,None,Townhouse,2,1751800.0
33101,1044,2,2.5,2009,0.042,Minor (Cosmetic),Condo,1,564100.0
33101,2455,4,5.0,2015,0.13,Minor (Cosmetic),Single Family,2,1420300.0
33101,2864,5,6.0,2018,0.25,None,Single Family,2,1561900.0
02108,4080,6,6.0,1962,0.2,Minor (Cosmetic),Single Family,1,2621400.0
90210,3166,5,6.0,2010,0.08,Major (Structural/Systems),Single Family,2,3287200.0
85001,2433,4,4.5,1977,0.48,Minor (Cosmetic),Single Family,2,722700.0
02108,2502,4,4.5,1970,0.08,Full Gut Rehab,Single Family,1,1845700.0
33101,2106,4,4.5,1968,0.95,None,Single Family,2,986600.0
60601,1372,2,2.5,1983,0.072,None,Townhouse,2,473400.0
33101,906,1,1.0,1967,0.035,None,Condo,1,361700.0
02108,1920,3,3.5,2015,0.6,Minor (Cosmetic),Single Family,2,1421200.0
02108,2990,4,5.5,2007,0.08,None,Single Family,3,2179600.0
33101,1696,2,3.0,1960,0.27,Major (Structural/Systems),Single Family,2,863700.0
30301,1566,2,3.0,1948,0.019,Major (Structural/Systems),Condo,1,476100.0
85001,1363,1,2.0,1988,0.03,None,Condo,0,339400.0
94102,1107,1,2.0,1976,0.033,Major (Structural/Systems),Condo,1,784500.0
94102,1100,2,2.5,1960,0.017,Minor (Cosmetic),Condo,1,790200.0
85001,2082,3,4.0,1999,0.3,None,Single Family,2,664900.0
60601,2702,5,6.0,1962,0.21,Major (Structural/Systems),Single Family,2,1093600.0
30301,3316,4,5.5,1949,0.26,None,Single Family,2,899800.0
10001,1972,3,4.0,2009,0.82,Minor (Cosmetic),Single Family,2,2158000.0
78701,563,1,1.0,1960,0.029,Major (Structural/Systems),Condo,0,229300.0
60601,3027,4,5.5,1968,0.23,Full Gut Rehab,Single Family,1,1312700.0
60601,2743,5,6.0,1998,0.22,None,Single Family,4,1051400.0
98101,1659,3,3.0,1979,0.34,None,Single Family,2,807800.0
90210,2613,3,4.0,1960,0.16,Full Gut Rehab,Multi-Family,2,2536300.0
78701,1855,3,4.0,2002,0.57,Major (Structural/Systems),Single Family,2,1031200.0
02108,846,1,1.5,1985,0.021,Major (Structural/Systems),Condo,2,590100.0
80202,2257,3,4.0,1944,0.12,Major (Structural/Systems),Single Family,2,1018900.0
85001,2300,3,4.0,1954,0.31,Minor (Cosmetic),Single Family,2,727300.0
98101,2011,3,4.0,2022,0.11,Minor (Cosmetic),Single Family,2,1306200.0
75001,834,2,2.5,2019,0.014,Major (Structural/Systems),Condo,1,319000.0
10001,2328,3,4.0,1979,0.08,None,Single Family,1,1886800.0
33101,1875,4,4.5,1943,0.113,Major (Structural/Systems),Townhouse,2,985200.0
85001,2262,3,4.0,2024,0.08,Minor (Cosmetic),Single Family,3,902500.0
94102,3369,5,6.0,1963,0.08,Major (Structural/Systems),Single Family,1,2466800.0
90210,2028,4,5.0,1981,0.101,Full Gut Rehab,Townhouse,2,1795300.0
80202,1306,2,2.5,1965,1.37,None,Single Family,3,614900.0
94102,1283,2,3.0,2005,0.038,Major (Structural/Systems),Condo,2,1094300.0
60601,1311,2,2.5,1947,0.047,Full Gut Rehab,Condo,1,508400.0
30301,2173,4,5.0,2012,0.68,None,Single Family,2,760800.0
80202,576,1,1.5,2005,0.029,Major (Structural/Systems),Condo,1,305400.0
02108,2506,4,5.0,2017,0.14,Minor (Cosmetic),Single Family,0,1989000.0
80202,2494,4,5.0,1959,0.35,None,Single Family,2,1043200.0
60601,1658,4,4.5,2005,0.27,Major (Structural/Systems),Single Family,2,893100.0
90210,1146,2,2.5,2007,0.042,Major (Structural/Systems),Townhouse,0,1029300.0
78701,2434,3,4.5,1994,1.1,None,Single Family,2,1137400.0
33101,1018,1,1.5,2017,0.033,Major (Structural/Systems),Condo,1,571600.0
33101,1612,2,3.5,2024,0.11,None,Townhouse,1,908800.0
10001,2437,4,5.0,2018,0.46,Minor (Cosmetic),Single Family,2,2698700.0
60601,1672,3,3.5,1978,0.15,None,Single Family,2,607900.0
94102,2173,3,4.0,1989,0.81,None,Single Family,2,1612300.0
10001,2899,4,5.5,1959,0.55,Full Gut Rehab,Single Family,2,3016800.0
30301,2237,3,4.0,2009,0.2,Major (Structural/Systems),Single Family,3,886200.0
60601,550,1,1.0,1967,0.044,Major (Structural/Systems),Condo,1,227600.0
90210,2821,5,6.0,1982,0.11,None,Multi-Family,2,2317000.0
10001,1318,2,3.0,2005,0.094,Minor (Cosmetic),Townhouse,1,1232600.0
10001,1920,4,5.0,1967,0.049,None,Townhouse,1,1440400.0
02108,1943,3,4.0,2017,0.109,Major (Structural/Systems),Townhouse,2,1637800.0
10001,1255,2,2.5,2012,0.46,None,Single Family,2,1209200.0
90210,1365,3,3.5,1962,0.016,None,Condo,1,948400.0
80202,1299,2,2.5,1974,0.042,Major (Structural/Systems),Townhouse,2,620900.0
60601,3669,6,6.0,1961,0.17,None,Single Family,2,1303900.0
33101,3160,4,5.5,1944,0.39,Minor (Cosmetic),Multi-Family,2,1524300.0
33101,1565,3,4.0,1999,0.12,None,Single Family,3,777500.0
94102,700,1,1.5,1980,0.049,None,Condo,0,406500.0
85001,1221,2,3.0,1968,0.047,None,Condo,2,355500.0
75001,2886,5,6.0,1974,0.32,Major (Structural/Systems),Multi-Family,3,980100.0
75001,2427,3,5.0,2007,0.13,Major (Structural/Systems),Single Family,1,879300.0
75001,1664,2,3.0,1984,0.046,Minor (Cosmetic),Condo,1,445200.0
85001,1975,4,4.5,1948,0.57,Minor (Cosmetic),Single Family,1,664300.0
78701,2544,3,4.0,1990,0.08,Minor (Cosmetic),Single Family,3,1140800.0
10001,1596,4,4.5,1953,0.029,None,Condo,1,1172100.0
33101,1194,1,2.0,2008,0.049,None,Condo,0,528300.0
60601,550,1,1.0,1995,0.028,Minor (Cosmetic),Condo,1,223600.0
60601,2879,4,5.5,1950,0.95,Minor (Cosmetic),Single Family,2,1070100.0
78701,1627,4,4.5,1969,1.32,None,Single Family,2,748200.0
90210,1592,1,2.0,1978,0.025,Minor (Cosmetic),Condo,0,1078200.0
98101,1882,3,3.5,1963,1.17,Full Gut Rehab,Single Family,2,1283700.0
30301,4727,7,6.0,2019,0.08,None,Single Family,3,1572600.0
78701,4373,7,6.0,1997,0.08,None,Multi-Family,4,2111300.0
78701,1902,3,4.0,1969,0.11,Major (Structural/Systems),Single Family,2,880800.0
02108,1107,1,2.0,1963,0.029,None,Condo,2,629500.0
98101,3065,4,6.0,2006,0.08,Major (Structural/Systems),Single Family,4,2116400.0
30301,3087,5,6.0,1968,0.15,Minor (Cosmetic),Single Family,0,899100.0
33101,2831,4,5.0,1981,0.08,None,Single Family,2,1278200.0
75001,3439,5,6.0,2015,0.2,None,Single Family,1,960100.0
80202,2407,4,5.0,2001,0.62,Minor (Cosmetic),Single Family,2,1242900.0
33101,2224,3,4.0,1966,0.32,None,Single Family,3,1016600.0
10001,2239,4,5.0,1968,0.58,Major (Structural/Systems),Single Family,4,2106500.0
60601,3143,4,5.5,2005,0.08,Minor (Cosmetic),Single Family,3,1301200.0
80202,2773,4,5.0,1996,0.18,None,Single Family,1,1272600.0
80202,2718,5,6.0,2000,0.08,None,Single Family,3,1253700.0
33101,3096,4,5.5,1968,0.16,Major (Structural/Systems),Single Family,3,1606500.0
85001,900,2,2.0,1996,0.089,Minor (Cosmetic),Townhouse,2,327400.0
90210,1208,2,3.0,2012,0.033,Minor (Cosmetic),Condo,1,1038200.0
75001,1176,2,2.0,1994,0.012,None,Condo,2,313000.0
02108,3751,5,6.0,1983,0.08,Minor (Cosmetic),Single Family,4,2484300.0
80202,1112,2,2.5,1967,0.064,Major (Structural/Systems),Townhouse,0,480800.0
90210,1645,3,4.0,1976,0.041,Major (Structural/Systems),Condo,0,1285800.0
02108,1126,2,2.5,1962,0.011,None,Condo,2,671200.0
78701,2866,4,5.0,2016,0.33,Full Gut Rehab,Single Family,2,1833000.0
90210,4540,7,6.0,2008,0.08,None,Multi-Family,1,4146000.0
78701,2052,3,4.0,1997,0.116,Minor (Cosmetic),Townhouse,2,972600.0
30301,1980,2,3.0,2018,0.074,Full Gut Rehab,Townhouse,2,809700.0
94102,2681,4,5.5,1971,0.08,Major (Structural/Systems),Single Family,2,2076200.0
60601,2137,4,4.5,2024,0.44,Minor (Cosmetic),Single Family,2,1017600.0
98101,2478,4,5.0,2008,0.23,Major (Structural/Systems),Single Family,2,1691600.0
33101,1963,2,3.5,1975,0.75,Minor (Cosmetic),Single Family,2,976800.0
02108,1779,3,4.0,1971,0.092,None,Townhouse,4,1098800.0
94102,800,1,2.0,1998,0.41,None,Single Family,3,681500.0
10001,2821,3,5.0,1999,0.51,Minor (Cosmetic),Single Family,3,2649700.0
90210,2408,3,4.5,2019,0.19,Minor (Cosmetic),Single Family,2,2294900.0
10001,2247,4,5.0,2013,0.55,None,Single Family,2,2260800.0
33101,2664,4,5.5,1966,0.08,Major (Structural/Systems),Single Family,2,1340400.0
30301,598,1,1.0,1963,0.041,None,Condo,1,163700.0
75001,1775,3,3.5,2006,0.035,Minor (Cosmetic),Condo,2,513000.0
60601,2422,3,4.5,1975,0.29,Major (Structural/Systems),Single Family,2,952400.0
94102,2390,4,5.5,1953,0.13,Major (Structural/Systems),Single Family,2,1894900.0
02108,1775,3,4.0,2007,0.08,None,Single Family,3,1248100.0
02108,2517,3,4.0,1983,0.36,Full Gut Rehab,Single Family,2,1854400.0
10001,1585,2,2.5,1987,0.029,None,Condo,1,1177700.0
78701,1462,2,2.5,1971,0.019,None,Condo,0,539700.0
78701,1399,2,2.5,2023,0.012,None,Condo,1,672500.0
98101,1291,2,2.0,1956,0.032,Minor (Cosmetic),Condo,1,623400.0
98101,2231,4,5.0,1996,0.08,Major (Structural/Systems),Single Family,2,1468600.0
75001,2039,4,4.5,1978,0.93,None,Multi-Family,1,666200.0
75001,1709,3,4.0,1971,0.052,Full Gut Rehab,Townhouse,1,549700.0
02108,1693,3,3.5,2007,0.043,None,Townhouse,1,1129000.0
30301,3286,5,6.0,1941,0.11,None,Single Family,3,969200.0
85001,1939,3,3.5,2017,0.054,Minor (Cosmetic),Townhouse,2,667700.0
98101,2525,4,5.0,1981,0.103,Major (Structural/Systems),Townhouse,2,1379600.0
98101,2338,4,4.5,1977,0.063,None,Townhouse,2,1079400.0
78701,2157,3,3.5,1994,0.1,None,Single Family,2,928500.0
85001,550,1,1.0,1994,0.05,Minor (Cosmetic),Condo,2,191900.0
30301,4308,7,6.0,1973,0.08,Minor (Cosmetic),Multi-Family,2,1375200.0
94102,1575,4,4.5,1985,0.013,None,Condo,0,1111300.0
98101,621,1,1.5,1982,0.022,None,Condo,1,304700.0
78701,2479,3,4.0,1941,0.072,None,Townhouse,2,899800.0
78701,2786,5,6.0,1975,0.5,Major (Structural/Systems),Single Family,2,1354800.0
10001,1156,1,1.5,2009,0.048,None,Condo,0,936600.0
30301,3711,6,6.0,1975,0.5,None,Single Family,2,1013000.0
33101,2405,3,4.0,1961,0.098,None,Townhouse,2,1005300.0
75001,2988,5,6.0,2008,1.67,None,Single Family,2,971600.0
30301,2854,5,6.0,1977,0.51,Minor (Cosmetic),Single Family,3,883000.0
60601,1315,2,3.0,1993,0.016,None,Condo,1,472900.0
80202,959,2,2.0,1961,0.028,None,Condo,1,366600.0
33101,1080,1,1.5,2014,0.03,None,Condo,1,544800.0
